IDX,mean_ndvi_2022-06-02,mean_ndvi_2022-06-17,mean_ndvi_2022-06-07,mean_ndvi_2022-06-22,mean_ndvi_2022-06-12,mean_ndre_2022-06-02,mean_ndre_2022-06-17,mean_ndre_2022-06-07,mean_ndre_2022-06-12,IDX.1,sum_ndvi_2022-06-02,sum_ndvi_2022-06-17,sum_ndvi_2022-06-07,sum_ndvi_2022-06-22,sum_ndvi_2022-06-12,sum_ndre_2022-06-02,sum_ndre_2022-06-17,sum_ndre_2022-06-07,sum_ndre_2022-06-12
5246,0.0059924559028977,0.2141391042784046,0.2026256853256827,-0.0124712273116344,0.2322153711074927,-0.0057172755698618,0.1488327594134763,0.1379184095056473,0.1556730717378338,5246,0.4973738399405125,17.77354565510759,16.817931882031672,-1.0351118668656598,19.2738758019219,-0.4745338722985299,12.353119031318531,11.447227988968727,12.920864954240209
3502,0.1851889438193691,0.2181301689560501,0.187833795358135,-0.0318541267182072,0.2290860896423927,0.2243255068119433,0.1437631674414004,0.1203765499562081,0.1473285275093991,3502,46.29723595484229,54.53254223901254,46.958448839533744,-7.963531679551805,57.2715224105982,56.08137670298583,35.94079186035012,30.09413748905203,36.83213187734979
4285,0.1507574438860988,0.2566063297342592,0.2137275430846321,-0.0080459095882469,0.2620160846129526,0.1690325800614144,0.1768173051306308,0.1362185099103667,0.169355531184839,4285,18.99543792964845,32.33239754651666,26.92967042866365,-1.0137846081191124,33.01402666123204,21.298105087738215,22.27898044645949,17.16353224870621,21.338796929289717
4777,0.0260461815210129,0.2256856742289642,0.1912748446669856,0.0431576574815238,0.2440646823067591,-0.0043803022764667,0.1513579336109525,0.1265955114713985,0.1611707392284474,4777,2.682756696664336,23.24562444558332,19.70130900069952,4.445238720596952,25.138662277596197,-0.4511711344760732,15.589867161928115,13.03933768155405,16.600586140530087
3804,0.0090155545454931,0.2249113677422857,0.210743928997123,0.0188203924011587,0.2334723610313366,-0.012431895084969,0.1520788743797985,0.1382932256854848,0.1524450931599094,3804,2.17274864546385,54.20363962589086,50.78928688830665,4.535714568679249,56.26683900855214,-2.996086715477534,36.65100872553145,33.32866739020184,36.73926745153817
4000,0.1549545478407438,0.226453705167114,0.1990423448649953,-0.0026035611941514,0.2368062359849951,0.1220386780840442,0.1504950905829815,0.1281949290176416,0.1534742496283907,4000,40.13322789075265,58.65150963828255,51.5519673200338,-0.6743223492852157,61.332815120113736,31.608017623767463,38.978228460992206,33.202486615569185,39.7498306537532
4189,-0.0157297142996901,0.2195371700455565,0.1906269267466007,0.0123966950023547,0.2338760124369117,-0.0443621258004192,0.1540939016473098,0.1225263352270105,0.154364085760177,4189,-2.0291331446600345,28.320294935876788,24.590873550311493,1.5991736553037683,30.170005604361613,-5.722714228254083,19.87811331250297,15.805897244284369,19.912967063062844
4262,0.1883804343832237,0.249993735829132,0.2249656313900213,0.0348828436719208,0.2787068496062342,0.2254958615870058,0.1682600255298347,0.1553265872609329,0.1909229310532905,4262,36.73418470472862,48.74877848668075,43.86829812105417,6.8021545160245696,54.34783567321567,43.97169300946613,32.81070497831778,30.28868451588193,37.22997155539165
4284,0.0285243165496032,0.2298163968154127,0.1987223925190127,0.0111666974603294,0.2369508562206129,0.0046920734533612,0.1660903787116705,0.1360528694831915,0.1622692083076899,4284,0.5704863309920657,4.596327936308255,3.974447850380255,0.2233339492065899,4.739017124412259,0.0938414690672257,3.3218075742334103,2.721057389663831,3.2453841661537988
4426,-0.0097490571099672,0.2248255458985654,0.2133936044395444,0.0006529451694381,0.2515282720085002,-0.049095118365384,0.1502989235217334,0.1406698851747752,0.1614381810895613,4426,-2.1447925641928007,49.4616200976844,46.946592976699776,0.1436479372763913,55.33621984187006,-10.8009260403845,33.06576317478135,30.94737473845056,35.516399839703496
